cl010371614	404		
cl010371615	404		
cl010371616	404		
cl010371617	200	E 14551 (?)	aliment préparé ; pigeon
cl010371618	404		
cl010371619	404		
cl010371620	404		
cl010371621	404		
cl010371622	404		
cl010371623	404		
cl010371624	404		
cl010371625	404		
cl010371626	404		
cl010371627	404		
cl010371628	404		
cl010371629	404		
cl010371630	404		
cl010371631	404		
cl010371632	200	E 11930	corne
cl010371633	404		
cl010371634	404		
cl010371635	404		
cl010371636	200	E 21076; MG 3577	dent
cl010371637	200	E 21178; MG 3679	coquillage
cl010371638	200	E 21179; MG 3680	coquillage
cl010371639	200	E 21183; MG 3694	coquillage
cl010371640	404		
cl010371641	200	N 3013; AF 479; Salt n°656	palette de scribe
cl010371642	404		
cl010371643	200	AF 1565	bougie
cl010371644	200	E 21069; MG 3570	sternum
cl010371645	404		
cl010371646	404		
cl010371647	404		
cl010371648	404		
cl010371649	404		
cl010371650	404		
cl010371651	404		
cl010371652	404		
cl010371653	404		
cl010371654	200	E 21358; MG 3859	*CROC* momie de crocodile
cl010371655	404		
cl010371656	404		
cl010371657	404		
cl010371658	404		
cl010371659	404		
cl010371660	200	N 1070	produit naturel
cl010371661	404		
cl010371662	200	N 1505	minéral
cl010371663	404		
cl010371664	200	E 201 ?; Clot bey C 22 n°51 ?	échantillon
cl010371665	404		
cl010371666	200	E 35796	incrustation
cl010371667	404		
cl010371668	404		
cl010371669	200	E 12380 a; A. 155 a	corne
cl010371670	200	N 1439 b	corne
cl010371671	200	N 1439 c	corne
cl010371672	200	N 1499	anneau ; coquillage
cl010371673	404		
cl010371674	404		
cl010371675	404		
cl010371676	404		
cl010371677	200	E 21180 + E 21181 + E 21182; E 21180; E 21181; E 21182; MG 3681	coquillage
cl010371678	404		
cl010371679	404		
cl010371680	404		
cl010371681	404		
cl010371682	404		
cl010371683	404		
cl010371684	404		
cl010371685	200	Drovetti n°17	coquillage
cl010371686	404		
cl010371687	404		
cl010371688	404		
cl010371689	404		
cl010371690	200	E 3332	œuf
cl010371691	200	E 11653 bis	œuf
