cl010028255	200	E 14575 2	lampe à bec en cœur
cl010028256	200	E 12700 + E 12701; E 12700; E 12701; El. 41	modèle ; simulacre
cl010028257	404		
cl010028258	200	E 3829	figurine ; enseigne divine
cl010028259	200	Salt n°1995	scarabée
cl010028260	200	E 17850; MG 341	scarabée
cl010028261	200	E 17898; MG 389	scarabée ajouré
cl010028262	200	Salt n°1911 ?	scarabée
cl010028263	200	E 3424	perle en pastille ovale ; scaraboïde
cl010028264	404		
cl010028265	404		
cl010028266	404		
cl010028267	200	E 3415	scarabée
cl010028268	404		
cl010028269	404		
cl010028270	404		
cl010028271	404		
cl010028272	404		
cl010028273	404		
cl010028274	200	E 33099; 379	statue
cl010028275	404		
cl010028276	404		
cl010028277	404		
cl010028278	404		
cl010028279	404		
cl010028280	404		
cl010028281	404		
cl010028282	404		
cl010028283	404		
cl010028284	200	E 22471; MG 4972	lampe à bec arrondi
cl010028285	200	AF 12932	lampe
cl010028286	200	AF 12938	lampe à anse en croissant
cl010028287	200	N 2986; D.86.2.8	vase canope
cl010028288	200	E 10919	vase
cl010028289	200	N 1081 C; Drovetti n°213	godet
cl010028290	200	N 1079; Salt n°726	vase à onguent  ; avec contenu
cl010028291	200	N 1195; Drovetti n°227	vase-hes ; vase miniature
cl010028292	200	E 135; N 2575 (?); AF 85; Clot bey C 9 n°21	cercueil rectangulaire
cl010028293	404		
cl010028294	200	N 2725; Salt n°3016	couvercle de cercueil
cl010028295	200	N 2900	*CROC* momie de crocodile
cl010028296	200	E 10826 I	vase
cl010028297	200	AF 6835; OT 573	pot à kohol à collerette plate
cl010028298	200	N 1128; Drovetti n°234	gobelet évasé
cl010028299	200	E 894; N 1326; Clot bey C 17 n°20	gourde ; vase miniature
cl010028300	200	E 11473; Wc 39	jarre ; vase miniature
cl010028301	200	E 10823 C	pot
cl010028302	200	N 1770; AF 5218; X 3699; IC 122	boucle d'oreille en poulie
cl010028303	200	AF 9553	polissoir conique
cl010028304	200	AF 9554	poids  ; polissoir conique
cl010028305	200	AF 9560	poids  ; polissoir
cl010028306	200	AF 9539	poids
cl010028307	200	AF 9540	poids
cl010028308	200	AF 9542	poids
cl010028309	200	AF 9541	poids
cl010028310	200	AF 9545	poids  ; polissoir
cl010028311	200	E 16022	poids
cl010028312	200	E 11300; W. 30	poids
cl010028313	200	E 11305; W. 20; K 34	poids
cl010028314	200	AF 9562	poids
cl010028315	200	AF 9563	poids
cl010028316	200	AF 9546	poids
cl010028317	200	E 16257	poids  ; polissoir conique
cl010028318	200	AF 9564	poids  ; polissoir
cl010028319	404		
cl010028320	404		
cl010028321	200	AF 1792 (?)	polissoir
cl010028322	200	AF 1793 ?	polissoir
cl010028323	200	AF 1790	polissoir
cl010028324	200	AF 11393	polissoir
cl010028325	200	AF 1791	polissoir
cl010028326	200	E 25396	incrustation
cl010028327	200	EG 2757	scarabée
cl010028328	200	E 5231	scarabée
cl010028329	200	E 5200	scarabée
cl010028330	200	E 1798; Clot bey C 21 F n°491	amulette oudjat simple biface
cl010028331	200	E 1670; Clot bey C 21 F n°363	amulette oudjat  ; scaraboïde
cl010028332	200	E 20361; MG 2862	statue
cl010028333	200	E 17941; MG 432	scarabée
cl010028334	404		
cl010028335	200	E 10636; AF 98; AF 9593	cercueil momiforme
