LDUCE-UC37149 Object Category beads Petrie Museum of Egyptian Archaeology	beads	https://collections.ucl.ac.uk/Details/petrie/1664
LDUCE-UC37217 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/1747
LDUCE-UC37477 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/2364
LDUCE-UC1982 Object Category models Petrie Museum of Egyptian Archaeology	models	https://collections.ucl.ac.uk/Details/petrie/2514
LDUCE-UC1983 Object Category models Petrie Museum of Egyptian Archaeology	models	https://collections.ucl.ac.uk/Details/petrie/2515
LDUCE-UC1997 Object Category models Petrie Museum of Egyptian Archaeology	models	https://collections.ucl.ac.uk/Details/petrie/2529
LDUCE-UC2123 Object Category moulds Petrie Museum of Egyptian Archaeology	moulds	https://collections.ucl.ac.uk/Details/petrie/2692
LDUCE-UC2125 Object Category moulds Petrie Museum of Egyptian Archaeology	moulds	https://collections.ucl.ac.uk/Details/petrie/2696
LDUCE-UC2341 Object Category cippi, amulets Petrie Museum of Egyptian Archaeology	cippi, amulets	https://collections.ucl.ac.uk/Details/petrie/3261
LDUCE-UC38067 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/3386
LDUCE-UC38497 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/3871
LDUCE-UC2408 Object Category beads Petrie Museum of Egyptian Archaeology	beads	https://collections.ucl.ac.uk/Details/petrie/3923
LDUCE-UC38550 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/3986
LDUCE-UC38551 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/3987
LDUCE-UC38552 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/3988
LDUCE-UC38553 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/3989
LDUCE-UC38554 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/3990
LDUCE-UC2445 Object Category bowls Petrie Museum of Egyptian Archaeology	bowls	https://collections.ucl.ac.uk/Details/petrie/3992
LDUCE-UC2446 Object Category bowls Petrie Museum of Egyptian Archaeology	bowls	https://collections.ucl.ac.uk/Details/petrie/3993
LDUCE-UC38560 Object Category teeth (animal) Petrie Museum of Egyptian Archaeology	teeth (animal)	https://collections.ucl.ac.uk/Details/petrie/4175
LDUCE-UC4506 Object Category pendants Petrie Museum of Egyptian Archaeology	pendants	https://collections.ucl.ac.uk/Details/petrie/6883
LDUCE-UC60052 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/7618
LDUCE-UC60053 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/7619
LDUCE-UC60054 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/7620
LDUCE-UC60069 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/7686
LDUCE-UC60110 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/7883
LDUCE-UC1181 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/7996
LDUCE-UC1263 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/8094
LDUCE-UC60406 Object Category seal-amulets Petrie Museum of Egyptian Archaeology	seal-amulets	https://collections.ucl.ac.uk/Details/petrie/8820
LDUCE-UC60561 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/9226
LDUCE-UC12059 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/11064
LDUCE-UC12060 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/11065
LDUCE-UC12191 Object Category seals Petrie Museum of Egyptian Archaeology	seals	https://collections.ucl.ac.uk/Details/petrie/11277
LDUCE-UC12675 Object Category scaraboids Petrie Museum of Egyptian Archaeology	scaraboids	https://collections.ucl.ac.uk/Details/petrie/11894
LDUCE-UC11082 Object Category seals, casts Petrie Museum of Egyptian Archaeology	seals, casts	https://collections.ucl.ac.uk/Details/petrie/15238
LDUCE-UC11331 Object Category crocodiles (figurines) Petrie Museum of Egyptian Archaeology	crocodiles (figurines)	https://collections.ucl.ac.uk/Details/petrie/15526
LDUCE-UC11418 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/15663
LDUCE-UC11540 Object Category beads Petrie Museum of Egyptian Archaeology	beads	https://collections.ucl.ac.uk/Details/petrie/15785
LDUCE-UC13278 Object Category kohl rods Petrie Museum of Egyptian Archaeology	kohl rods	https://collections.ucl.ac.uk/Details/petrie/15902
LDUCE-UC65250 Object Category vessels Petrie Museum of Egyptian Archaeology	vessels	https://collections.ucl.ac.uk/Details/petrie/16133
LDUCE-UC6678 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/16692
LDUCE-UC6748 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/16907
LDUCE-UC14180 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/17263
LDUCE-UC6971 Object Category scarabs Petrie Museum of Egyptian Archaeology	scarabs	https://collections.ucl.ac.uk/Details/petrie/17318
LDUCE-UC6984 Object Category animal remains Petrie Museum of Egyptian Archaeology	animal remains	https://collections.ucl.ac.uk/Details/petrie/17408
LDUCE-UC6985 Object Category mummies, animal remains Petrie Museum of Egyptian Archaeology	mummies, animal remains	https://collections.ucl.ac.uk/Details/petrie/17409
LDUCE-UC6986 Object Category animal remains Petrie Museum of Egyptian Archaeology	animal remains	https://collections.ucl.ac.uk/Details/petrie/17411
LDUCE-UC68089 Object Category amulets, beads Petrie Museum of Egyptian Archaeology	amulets, beads	https://collections.ucl.ac.uk/Details/petrie/17805
LDUCE-UC7193 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/17862
LDUCE-UC7195 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/17864
LDUCE-UC7197 Object Category figurines Petrie Museum of Egyptian Archaeology	figurines	https://collections.ucl.ac.uk/Details/petrie/17866
LDUCE-UC7198 Object Category toys Petrie Museum of Egyptian Archaeology	toys	https://collections.ucl.ac.uk/Details/petrie/17867
