LDUCE-UC8058 Object Category cases, figurines Petrie Museum of Egyptian Archaeology	cases, figurines	https://collections.ucl.ac.uk/Details/petrie/19854
LDUCE-UC22557 Object Category amulets Petrie Museum of Egyptian Archaeology	amulets	https://collections.ucl.ac.uk/Details/petrie/36370
LDUCE-UC30690 Object Category mummies, bird remains Petrie Museum of Egyptian Archaeology	mummies, bird remains	https://collections.ucl.ac.uk/Details/petrie/45494
LDUCE-UC8175 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/61187
LDUCE-UC8205 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65819
LDUCE-UC8206 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65821
LDUCE-UC8207 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65827
LDUCE-UC8208 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65830
LDUCE-UC8209 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65831
LDUCE-UC8210 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65834
LDUCE-UC8211 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65836
LDUCE-UC8212 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65838
LDUCE-UC8213 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65840
LDUCE-UC8214 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65844
LDUCE-UC8215 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65845
LDUCE-UC8216 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65848
LDUCE-UC8217 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65850
LDUCE-UC8219 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65854
LDUCE-UC8220 Object Category figurines, cases Petrie Museum of Egyptian Archaeology	figurines, cases	https://collections.ucl.ac.uk/Details/petrie/65861
LDUCE-UC8221 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65865
LDUCE-UC8222 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65868
LDUCE-UC8223 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65877
LDUCE-UC8224 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65881
LDUCE-UC8225 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65891
LDUCE-UC8226 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65928
LDUCE-UC8227 Object Category mummy-cases, figurines Petrie Museum of Egyptian Archaeology	mummy-cases, figurines	https://collections.ucl.ac.uk/Details/petrie/65929
LDUCE-UC72347 Petrie Museum of Egyptian Archaeology		https://collections.ucl.ac.uk/Details/petrie/71499
LDUCE-UC72662 Object Category animal remains, beads Petrie Museum of Egyptian Archaeology	animal remains, beads	https://collections.ucl.ac.uk/Details/petrie/71782
LDUCE-UC80667 Object Category organic remains Petrie Museum of Egyptian Archaeology	organic remains	https://collections.ucl.ac.uk/Details/petrie/83281
LDUCE-UC80676 Object Category organic remains Petrie Museum of Egyptian Archaeology	organic remains	https://collections.ucl.ac.uk/Details/petrie/83290
